medie_elev,pozitie_elev,sector,profil,specializare,limba,bilingv,medie_liceu,ultima_pozitie_2025,ultima_pozitie_2024,ultima_pozitie_2023,pozitie_medie_intrare,diferenta_pozitie,admis
8.09,5292,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-892,0
8.32,4718,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-318,0
8.65,4402,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-2,0
8.72,4103,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,297,1
8.58,4422,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-22,0
8.37,4745,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-345,0
9.31,3357,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,1043,1
9.31,3517,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,883,1
9.22,3332,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,1068,1
9.3,3370,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,1030,1
8.81,4063,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,337,1
8.72,4123,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,277,1
8.43,4542,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-142,0
9.11,3654,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,746,1
8.05,5196,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-796,0
8.43,4800,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-400,0
8.52,4664,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-264,0
9.21,3662,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,738,1
8.21,4834,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-434,0
8.15,5042,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-642,0
8.27,4895,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-495,0
8.28,4960,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-560,0
7.8,5553,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-1153,0
8.94,3788,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,612,1
8.52,4462,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-62,0
8.43,4727,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-327,0
8.99,3899,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,501,1
8.7,4300,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,100,1
8.67,4256,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,144,1
8.94,4018,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,382,1
9.25,3403,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,997,1
8.22,4998,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-598,0
8.84,3920,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,480,1
9.23,3622,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,778,1
8.65,4254,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,146,1
8.41,4584,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-184,0
8.48,4507,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,-107,0
8.55,4392,2,Tehnic,Tehnic,Limba romana,,8.6,4300,4500,4400,4400,8,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.52,897,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-730,0
9.28,1264,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-1097,0
9.67,412,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-245,0
9.78,319,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-152,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.91,212,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-45,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.48,759,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-592,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.72,398,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-231,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.93,100,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,67,1
9.98,27,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,140,1
9.34,895,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-728,0
10.0,18,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,149,1
9.16,1123,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-956,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.03,1350,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-1183,0
9.16,1343,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-1176,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.39,765,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-598,0
9.27,1271,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-1104,0
9.91,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.33,1090,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-923,0
9.84,368,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-201,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.58,807,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-640,0
9.84,123,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,44,1
9.29,1156,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-989,0
9.98,59,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,108,1
9.61,762,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-595,0
10.0,61,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,106,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.89,342,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-175,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.57,633,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-466,0
9.42,944,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-777,0
9.85,106,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,61,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.87,358,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-191,0
9.47,889,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-722,0
9.19,1344,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-1177,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.79,372,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-205,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,11,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,156,1
9.82,140,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,27,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.32,983,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-816,0
9.64,639,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-472,0
9.12,1285,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-1118,0
9.48,771,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,-604,0
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
10.0,1,1,Real,Matematica-Informatica,Limba romana,Limba engleza,9.9,180,150,170,167,166,1
9.81,459,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-6,0
9.17,1256,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-803,0
9.84,408,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,45,1
9.2,1187,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-734,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.8,454,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-1,0
9.21,1292,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-839,0
9.42,1112,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-659,0
9.35,1085,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-632,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.2,1403,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-950,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.21,1330,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-877,0
9.31,1070,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-617,0
9.31,1234,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-781,0
9.53,942,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-489,0
9.99,232,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,221,1
9.55,696,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-243,0
9.57,693,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-240,0
10.0,97,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,356,1
10.0,235,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,218,1
9.96,293,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,160,1
10.0,94,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,359,1
9.96,379,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,74,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.86,490,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-37,0
9.55,766,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-313,0
9.74,568,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-115,0
9.46,842,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-389,0
9.72,476,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-23,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.61,875,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-422,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.35,968,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-515,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
8.94,1571,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-1118,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,197,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,256,1
9.64,565,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-112,0
9.95,354,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,99,1
9.47,1033,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-580,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.26,1417,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-964,0
9.2,1234,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-781,0
9.18,1457,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-1004,0
9.21,1466,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-1013,0
9.52,1034,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-581,0
9.32,997,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-544,0
9.57,810,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-357,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.34,1073,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-620,0
9.8,616,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-163,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
10.0,203,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,250,1
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.13,1472,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-1019,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.23,1169,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-716,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.44,1102,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-649,0
9.57,880,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-427,0
9.4,900,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-447,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.27,1385,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-932,0
9.4,974,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-521,0
9.72,557,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-104,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.77,431,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,22,1
9.56,908,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-455,0
10.0,253,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,200,1
9.28,1251,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-798,0
10.0,1,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,452,1
9.12,1609,5,Real,Stiinte ale Naturii,Limba romana,,9.8,450,480,430,453,-1156,0
10.0,162,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,815,1
9.28,1267,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-290,0
9.13,1515,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-538,0
9.91,320,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,657,1
9.15,1424,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-447,0
8.89,1954,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-977,0
9.06,1801,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-824,0
9.21,1636,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-659,0
9.79,653,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,324,1
10.0,1,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,976,1
8.73,2161,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-1184,0
9.29,1303,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-326,0
9.28,1523,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-546,0
8.93,1873,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-896,0
9.72,879,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,98,1
9.37,1241,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-264,0
9.34,1490,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-513,0
10.0,88,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,889,1
8.81,1992,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-1015,0
9.35,1472,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-495,0
9.23,1655,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-678,0
9.74,574,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,403,1
8.98,1705,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-728,0
8.86,2116,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-1139,0
9.66,849,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,128,1
9.8,758,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,219,1
8.85,1871,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-894,0
9.93,450,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,527,1
9.01,1739,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-762,0
9.75,886,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,91,1
9.89,563,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,414,1
9.35,1420,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-443,0
9.1,1782,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-805,0
9.35,1328,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-351,0
9.43,1120,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-143,0
9.03,1604,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-627,0
9.56,809,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,168,1
9.04,1830,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-853,0
9.15,1611,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-634,0
9.42,1225,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-248,0
9.19,1649,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-672,0
9.53,971,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,6,1
9.57,1111,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-134,0
9.99,391,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,586,1
8.97,1801,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-824,0
8.99,1995,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-1018,0
10.0,134,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,843,1
9.16,1560,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-583,0
9.42,1074,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-97,0
9.6,840,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,137,1
9.79,566,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,411,1
9.74,578,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,399,1
9.32,1338,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-361,0
9.12,1676,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-699,0
10.0,1,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,976,1
9.9,400,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,577,1
9.18,1537,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-560,0
10.0,432,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,545,1
9.0,1928,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-951,0
8.86,1994,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-1017,0
10.0,1,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,976,1
9.69,631,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,346,1
9.03,1898,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-921,0
9.63,865,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,112,1
8.96,1825,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-848,0
9.75,804,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,173,1
8.97,1894,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-917,0
9.25,1470,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-493,0
9.49,1203,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-226,0
9.16,1656,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-679,0
10.0,240,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,737,1
9.14,1598,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-621,0
8.93,1989,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-1012,0
8.93,1814,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-837,0
9.58,871,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,106,1
9.59,825,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,152,1
9.21,1370,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-393,0
10.0,1,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,976,1
8.79,2074,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-1097,0
9.46,1036,5,Umanist,Filologie,Limba romana,,9.57,1000,950,980,977,-59,0
9.84,1063,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,887,1
9.64,1554,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,396,1
10.0,974,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,976,1
8.87,2626,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-676,0
10.0,819,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,1131,1
9.93,973,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,977,1
9.82,950,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,1000,1
8.65,2772,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-822,0
8.7,2708,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-758,0
9.04,2467,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-517,0
9.64,1459,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,491,1
8.72,2923,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-973,0
9.94,1124,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,826,1
10.0,776,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,1174,1
9.49,1551,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,399,1
8.65,2757,4,Real,Matematica-Informatica,Limba romana,,9.27,1950,2000,1900,1950,-807,0
